100,-3.192117,55.944952,110,-3.191835,55.944850,useful.hike.trades
101,-3.191835,55.944850,90,-3.191535,55.944850,null
102,-3.191535,55.944850,110,-3.191253,55.944747,null
103,-3.191253,55.944747,90,-3.190953,55.944747,null
104,-3.190953,55.944747,100,-3.190658,55.944695,null
105,-3.190658,55.944695,110,-3.190376,55.944592,null
106,-3.190376,55.944592,80,-3.190080,55.944644,null
107,-3.190080,55.944644,90,-3.189780,55.944644,null
108,-3.189780,55.944644,110,-3.189498,55.944542,null
109,-3.189498,55.944542,80,-3.189203,55.944594,null
110,-3.189203,55.944594,100,-3.188907,55.944542,null
111,-3.188907,55.944542,90,-3.188607,55.944542,null
112,-3.188607,55.944542,100,-3.188312,55.944490,null
113,-3.188312,55.944490,90,-3.188012,55.944490,null
114,-3.188012,55.944490,100,-3.187717,55.944438,null
